date,open,high,low,close,volume
2025-06-02,303.12,313.55,300.97,304.72,19074368.0
2025-06-03,303.1,305.7199,300.01,301.22,12805723.0
2025-06-04,303.54,307.64,300.2,300.38,11255616.0
2025-06-05,300.38,302.42,294.11,295.84,13627792.0
2025-06-06,297.23,304.39,297.15,303.22,12588977.0
2025-06-09,305.035,307.4,301.141,303.19,12170320.0
2025-06-10,303.8,305.12,300.59,303.79,11384053.0
2025-06-11,302.68,311.58,302.23,310.56,14711373.0
2025-06-12,311.405,318.8,308.51,318.5,15957166.0
2025-06-13,315.9,317.4212,311.91,313.53,13762432.0
2025-06-16,313.0,313.27,304.79,307.66,14240076.0
2025-06-17,307.45,309.95,305.515,308.87,11593898.0
2025-06-18,307.55,311.79,306.23,307.2,12205634.0
2025-06-20,309.5,309.59,301.5907,302.01,16177856.0
2025-06-23,301.9,302.47,295.52,300.68,12274663.0
2025-06-24,301.45,305.82,299.3298,305.62,8781398.0
2025-06-25,304.38,304.38,299.8,302.02,8722083.0
2025-06-26,302.57,306.71,301.29,302.62,6532694.0
2025-06-27,302.95,310.45,302.2,309.11,15304422.0
2025-06-30,308.995,312.38,306.3401,311.97,10074103.0
2025-07-01,311.97,326.55,311.0801,326.14,17865491.0
2025-07-02,320.735,322.42,306.4301,307.56,18177190.0
2025-07-03,309.84,312.25,308.23,308.55,6161145.0
2025-07-07,308.0,308.605,301.2,303.71,9031224.0
2025-07-08,304.225,308.2999,303.8,307.7,9613844.0
2025-07-09,303.19,303.6,298.75,302.91,12816658.0
2025-07-10,303.06,304.93,296.6,299.51,11355625.0
2025-07-11,300.02,304.12,298.0,304.1,9808227.0
2025-07-14,301.64,304.04,299.0,300.58,10681441.0
2025-07-15,299.71,300.68,291.03,291.71,16019016.0
2025-07-16,292.55,295.99,290.75,292.49,9713979.0
2025-07-17,292.33,293.0,283.83,288.07,14792734.0
2025-07-18,287.89,288.07,280.81,282.65,14979714.0
2025-07-21,284.64,286.5,281.2,282.14,10319211.0
2025-07-22,282.63,287.11,282.0,285.13,14600338.0
2025-07-23,287.5,292.64,284.95,292.51,13111099.0
2025-07-24,283.1,289.21,278.22,278.58,22585190.0
2025-07-25,281.0,286.14,279.94,281.06,16486616.0
2025-07-28,283.5,285.0,279.69,282.12,15779352.0
2025-07-29,265.7,272.91,260.55,261.07,41706034.0
2025-07-30,264.8,266.63,258.1213,266.04,22371770.0
2025-07-31,261.4,261.4,247.75,249.56,29606864.0
2025-08-01,250.61,251.49,234.6,237.77,39989180.0
2025-08-04,238.24,242.25,236.9526,240.98,17427931.0
2025-08-05,241.16,252.0699,240.05,251.0,23795862.0
2025-08-06,250.64,253.1599,245.31,245.78,12946447.0
2025-08-07,246.42,248.7457,239.5,244.67,11369901.0
2025-08-08,244.79,251.08,244.37,250.89,10185749.0
2025-08-11,253.87,258.4,252.14,252.37,11779538.0
2025-08-12,254.02,262.88,253.6661,261.57,12207661.0
2025-08-13,264.39,272.1875,262.89,271.81,19480262.0
2025-08-14,272.095,273.85,267.0,271.49,25011098.0
2025-08-15,301.71,310.3,294.71,304.01,68198475.0
2025-08-18,313.175,316.3999,307.42,308.49,39600508.0
2025-08-19,308.9,310.5,299.21,304.24,22348565.0
2025-08-20,306.395,307.2,295.7,299.84,16678985.0
2025-08-21,302.29,306.5664,297.8,303.35,13358957.0
2025-08-22,306.1,310.68,304.58,307.42,14930045.0
2025-08-25,308.49,308.87,302.73,304.86,8917077.0
2025-08-26,304.31,308.96,294.2001,300.43,16303186.0
2025-08-27,300.54,305.97,300.5,303.88,9982781.0
2025-08-28,304.25,304.47,299.4,302.29,11234953.0
2025-08-29,302.3,310.0,300.91,309.87,12065367.0
2025-09-02,308.305,312.89,307.3,308.8,10957136.0
2025-09-03,308.11,309.59,303.7,307.88,9654569.0
2025-09-04,306.1,311.914,304.1,310.38,7725742.0
2025-09-05,310.44,317.94,308.2,315.39,14126705.0
2025-09-08,319.71,321.65,313.8001,320.25,18438640.0
2025-09-09,332.5,351.7099,327.16,347.92,46408865.0
2025-09-10,345.56,348.57,341.4,346.78,17804298.0
2025-09-11,349.0,360.98,345.84,353.61,18943509.0
2025-09-12,355.9,362.31,352.46,352.51,14016240.0
2025-09-15,351.255,351.71,342.53,347.89,11035852.0
2025-09-16,347.5,349.0358,338.32,339.78,12695815.0
