date,open,high,low,close,volume
2025-06-02,263.02,265.03,261.9,264.66,6011165.0
2025-06-03,263.73,266.58,262.88,266.27,6998383.0
2025-06-04,265.92,267.12,264.18,264.22,5915710.0
2025-06-05,264.74,264.74,260.31,261.95,8179258.0
2025-06-06,264.33,266.65,264.26,265.73,7738134.0
2025-06-09,266.0,267.9,263.35,266.74,8285364.0
2025-06-10,265.88,268.9,265.85,268.6,7538135.0
2025-06-11,268.68,269.6199,265.7862,268.15,7434064.0
2025-06-12,266.86,268.29,265.14,268.24,6618026.0
2025-06-13,265.08,267.02,262.71,264.95,7098265.0
2025-06-16,267.0,271.73,266.85,270.36,8566019.0
2025-06-17,268.17,270.59,267.8,269.52,6739262.0
2025-06-18,270.0,277.72,269.72,273.96,9586440.0
2025-06-20,275.57,277.3,273.8119,275.0,13969674.0
2025-06-23,275.06,278.55,272.1128,278.27,8094559.0
2025-06-24,280.21,282.715,279.51,281.26,9267941.0
2025-06-25,281.5,284.28,280.91,284.06,6826901.0
2025-06-26,284.7,289.41,284.47,288.75,8942062.0
2025-06-27,285.81,288.6962,285.04,287.11,17868633.0
2025-06-30,290.4,292.65,288.92,289.91,12689156.0
2025-07-01,290.89,291.13,286.59,290.41,9338260.0
2025-07-02,292.04,292.822,289.7,292.0,8158692.0
2025-07-03,292.15,296.4,291.21,296.0,6541646.0
2025-07-07,295.25,296.04,290.08,291.97,8825732.0
2025-07-08,289.275,289.7,280.31,282.78,15440856.0
2025-07-09,287.18,287.195,282.48,283.16,11273801.0
2025-07-10,283.0,288.31,283.0,288.19,8413847.0
2025-07-11,285.52,287.38,283.655,286.86,7384674.0
2025-07-14,287.07,289.3,285.2556,288.7,9079941.0
2025-07-15,288.0,291.95,285.48,286.55,12526110.0
2025-07-16,288.4,290.73,283.01,285.82,9979768.0
2025-07-17,283.44,290.2965,283.44,289.9,8509504.0
2025-07-18,289.52,292.5,288.23,291.27,12217018.0
2025-07-21,291.0,294.18,290.58,290.97,7898141.0
2025-07-22,291.5,293.625,289.18,291.43,6717461.0
2025-07-23,292.84,296.99,292.55,296.76,7083510.0
2025-07-24,297.42,299.5899,296.2,296.55,7001242.0
2025-07-25,296.7,298.9,295.955,298.62,5918875.0
2025-07-28,297.66,299.43,296.82,298.28,5840417.0
2025-07-29,300.0,301.2931,296.2,297.04,7635719.0
2025-07-30,297.42,300.61,297.38,299.63,8061742.0
2025-07-31,299.14,300.975,295.5,296.24,14749652.0
2025-08-01,290.4,291.795,284.2376,289.37,12007111.0
2025-08-04,290.26,294.32,290.26,294.26,6649542.0
2025-08-05,294.69,295.785,287.24,291.37,7182333.0
2025-08-06,292.3,293.29,290.16,291.35,6330155.0
2025-08-07,292.94,293.46,286.41,286.94,8057109.0
2025-08-08,288.98,291.23,284.706,288.76,6634506.0
2025-08-11,289.4,291.32,288.78,289.56,5510113.0
2025-08-12,291.5,294.75,290.34,292.85,8572034.0
2025-08-13,293.95,294.55,287.16,290.53,8420407.0
2025-08-14,290.58,294.2,289.6391,294.16,6322381.0
