date,open,high,low,close,volume
2025-06-02,154.48,155.54,152.3,155.4,6669669.0
2025-06-03,154.8,155.66,154.08,154.42,8209757.0
2025-06-04,154.93,154.93,153.13,153.22,6983861.0
2025-06-05,153.68,154.09,152.64,153.66,5296258.0
2025-06-06,154.0,156.03,154.0,155.03,5391841.0
2025-06-09,154.85,155.99,154.45,155.23,5319232.0
2025-06-10,155.43,157.44,155.02,156.45,6791881.0
2025-06-11,156.3,156.6,154.73,155.26,6016039.0
2025-06-12,156.24,156.675,155.17,156.66,7075511.0
2025-06-13,155.97,157.67,155.97,157.1,6587849.0
2025-06-16,156.42,156.495,154.45,155.22,7023995.0
2025-06-17,154.965,155.28,152.105,152.38,6407098.0
2025-06-18,152.57,152.645,150.71,150.73,8325237.0
2025-06-20,151.26,151.395,149.04,149.79,22605471.0
2025-06-23,149.74,151.43,149.74,151.32,7397853.0
2025-06-24,151.5,152.72,150.98,152.19,9544217.0
2025-06-25,151.38,153.07,150.73,152.28,7153708.0
2025-06-26,152.7,153.22,151.53,152.01,7156903.0
2025-06-27,152.01,153.33,151.01,152.41,10010787.0
2025-06-30,152.16,152.97,151.52,152.75,9039552.0
2025-07-01,153.0,157.75,152.81,155.92,10896676.0
2025-07-02,156.0,156.3,155.07,155.56,5544030.0
2025-07-03,155.43,156.28,154.88,156.01,3482521.0
2025-07-07,156.02,156.35,154.89,155.27,6270887.0
2025-07-08,154.48,156.76,154.21,155.79,6438221.0
2025-07-09,155.79,156.69,155.065,156.28,6147685.0
2025-07-10,156.1,159.24,155.8209,157.69,6733128.0
2025-07-11,157.085,157.18,155.18,156.9,7872172.0
2025-07-14,156.87,157.47,155.52,156.82,10185632.0
2025-07-15,156.36,157.19,154.8,155.17,6873200.0
2025-07-16,160.3,166.12,159.8,164.78,22134769.0
2025-07-17,163.18,164.7,162.297,162.98,11295747.0
2025-07-18,163.93,165.1,163.36,163.7,9793046.0
2025-07-21,163.77,164.915,162.78,164.36,8254003.0
2025-07-22,165.0,168.055,164.71,167.93,9287991.0
2025-07-23,168.6,169.12,166.59,169.1,10617636.0
2025-07-24,169.5,169.99,168.88,169.56,6636918.0
2025-07-25,169.75,169.88,167.44,168.3,6255183.0
2025-07-28,167.86,167.94,165.05,166.22,8014640.0
2025-07-29,166.67,168.7817,166.37,168.11,7663408.0
2025-07-30,167.695,168.61,166.78,167.26,6189161.0
2025-07-31,165.93,167.07,164.23,164.74,11036179.0
2025-08-01,165.475,167.62,164.79,167.33,8928229.0
2025-08-04,167.03,171.19,166.64,171.04,12679095.0
2025-08-05,170.54,171.555,169.65,170.74,7543805.0
2025-08-06,169.91,172.18,169.68,170.59,8957240.0
2025-08-07,171.17,171.62,169.92,171.53,9315942.0
2025-08-08,171.02,173.955,170.39,173.33,7686765.0
2025-08-11,173.4,174.6,173.05,173.82,7256778.0
2025-08-12,173.995,174.755,171.81,172.78,7917437.0
2025-08-13,173.0,174.54,172.695,174.42,5878666.0
2025-08-14,174.31,175.7238,172.72,174.72,8241942.0
2025-08-15,175.57,177.265,174.96,176.64,9477559.0
2025-08-18,176.5,177.57,176.1,176.25,9284138.0
2025-08-19,176.04,178.18,175.976,177.8,9274182.0
2025-08-20,178.5,180.61,178.0,178.84,9030396.0
2025-08-21,178.55,180.08,178.16,178.93,8859552.0
2025-08-22,180.035,181.16,177.4702,179.29,9524308.0
2025-08-25,179.52,180.26,178.29,178.41,6229149.0
2025-08-26,176.745,177.16,175.77,176.49,9145045.0
2025-08-27,176.97,177.69,176.16,176.79,5951099.0
2025-08-28,176.37,176.49,174.63,175.45,6424695.0
2025-08-29,175.965,177.405,175.45,177.17,6942311.0
2025-09-02,177.47,179.2,176.89,178.06,9049003.0
2025-09-03,177.67,178.29,176.53,178.0,7111689.0
2025-09-04,178.0,178.9,177.55,178.76,7854833.0
2025-09-05,178.0,179.505,176.56,178.43,9733803.0
2025-09-08,177.36,179.445,176.7,178.13,8382514.0
2025-09-09,178.0,178.09,176.45,176.96,6005703.0
2025-09-10,176.3,176.605,174.33,175.79,6891590.0
2025-09-11,175.75,178.845,175.625,178.5,5792527.0
2025-09-12,177.705,178.8,176.72,178.06,7220473.0
2025-09-15,177.76,178.99,176.93,177.4,4768547.0
2025-09-16,177.57,177.615,175.65,176.46,7959652.0
2025-09-17,176.71,178.51,176.585,177.2,6715188.0
2025-09-18,176.6,177.02,173.87,174.16,8200854.0
