date,net
2026-07-09,-0.0001622025128678
2026-07-10,-0.0008767030238282
2026-07-13,0.0001873858069917
2026-07-14,0.0007395668533001
2026-07-15,-0.0001768185273561
2026-07-16,-0.0003098386823431
2026-07-17,-0.0008572845177192
2026-07-20,0.003132194587009
2026-07-21,-8.27667789745738e-05
2026-07-22,-0.0029155559604159
2026-07-23,0.0029490580758405
2026-07-24,0.001995675535211
2026-07-27,-0.0010864288739904
2026-07-28,-0.0044463691942991
2026-07-29,0.008756653624186
2026-07-30,0.0008151787506133
2026-07-31,0.0022850354878958
2026-08-03,0.0022600566270161
2026-08-04,0.0016314542180766
2026-08-05,-0.0003334146681935
2026-08-06,0.0001184393106938
2026-08-07,6.273587187040929e-05
2026-08-10,-1.5384615384615385e-06
