date,net
2026-07-24,-0.0046211251148233
2026-07-27,0.0017882966874648
2026-07-28,0.0065677976758146
2026-07-29,-0.0173212778344482
2026-07-30,-0.0017467582172747
2026-07-31,0.005214694203348
2026-08-03,-0.0024843914132227
2026-08-04,-0.0040477498819474
2026-08-05,-0.0037991964629446
2026-08-06,0.0054457347659625
2026-08-07,7.299470093054151e-05
2026-08-10,0.0018239311347765
2026-08-11,-0.0005285271835547
2026-08-12,0.0014779879520763
2026-08-13,-0.0039040296920691
2026-08-14,-0.0001995400653761
2026-08-19,0.0015527770263559669
2026-08-20,0.001203426559429957
2026-08-21,0.0026608758418447
2026-08-24,-0.002244338951407971
2026-08-25,-0.0045734930389768535
2026-08-26,-0.004493703131694554
2026-08-27,-0.0020026719965476306
2026-08-28,-0.0007189727616701574
2026-08-31,0.0010494829028471072
2026-09-01,-0.0018972402621544
2026-09-02,0.0007925900961960996
